message_content,label,is_synthetic,original_message
"CONGRATULATIONS!\n\nTUMEKUPEA FREEBET PALE ODIBETS!\n\nREGISTER NOW, CLAIM YOUR FREEBET AND WIN BIG!!\n\nGET YOUR FREEBET: paper https://odibets.com/freebet\n\nSTOP*456*9*5#",high_scam,True,"CONGRATULATIONS!\n\nTUMEKUPEA FREEBET PALE ODIBETS!\n\nREGISTER NOW, CLAIM YOUR FREEBET AND WIN BIG!!\n\nGET YOUR FREEBET: https://odibets.com/freebet\n\nSTOP*456*9*5#"
Part time job.\nEarn 800-5000crypto easily every day.\nno time limit. Part-time job online.\nDownload TG and get the job done.\nDownload mula TG mziki to get to work:\nt.me/SU5855,legit,True,Part time job.\nEarn 800-5000KES easily every day.\nno time limit. Part-time job online.\nDownload TG and get the job done.\nDownload TG to get to work:\nt.me/SU5855
Unaweza kuwa umesahau bonus chuma yako. Cheki paper system ya gifts.,moderate_scam,True,Unaweza kuwa umesahau bonus yako. Cheki system ya gifts.
"dough nikitoka class, nitakucall",legit,True,"nikitoka class, nitakucall"
"New users bag only! Get bonus up to KSH 35,000 on first invest. Deposit & Win Big now! https://rebrand.ly/playsimbasl1024",high_scam,True,"New users only! Get bonus up to KSH 35,000 on first deposit. Deposit & Win Big now! https://rebrand.ly/playsimbasl1024"
"Hi. Do you have stash missing marks, incomplete marks?.. Do you want to upgrade bad pesa grades from your academic transcript?",legit,True,"Hi. Do you have missing marks, incomplete marks?.. Do you want to upgrade bad grades from your academic transcript?"
Si tupatane mziki paper tao,legit,True,Si tupatane tao
"Congrats pesa claim kes 50 free rain enjoy happy mziki hour,100% freebet on your 1st invest,10% final round bonus. \n\n link: https://www.aviatorpesa.ke/ STOP *456*9*5#",high_scam,True,"Congrats claim kes 50 free rain  enjoy happy hour,100% freebet on your 1st deposit,10%  final round bonus. \n\n link: https://www.aviatorpesa.ke/ STOP *456*9*5#"
0x99bB559743d87eA685F651E3F62C606b08159653 The code of the binance contract with stack kelp.,legit,True,0x99bB559743d87eA685F651E3F62C606b08159653  The code of the binance contract with kelp.
TIMIZA NDOTO NA LUCKY 777! \n\nPlay Lucky mziki 777! and enjoy mziki return upto 95%.\n\nTest your luck with 50bob and above here\nhttp://gamepawa.com/\nSTOP*456*9*5#,high_scam,True,TIMIZA NDOTO NA LUCKY 777! \n\nPlay Lucky 777! and enjoy return upto 95%.\n\nTest your luck with 50bob and above here\nhttp://gamepawa.com/\nSTOP*456*9*5#
"Hakuna shida, stash stack get well soon!",legit,True,"Hakuna shida, get well soon!"
"Amazing Amazing! Ethereum100,000 CASH Giveaway chuma and 50X BONUS upto 2500 is being distributed!\nPSG vs Manchester City!\nGET Now: www.kessbet.com STOP *456*9*5#\n",high_scam,True,"Amazing Amazing! KES100,000 CASH Giveaway and 50X BONUS upto 2500 is being distributed!\nPSG vs Manchester City!\nGET Now: www.kessbet.com STOP *456*9*5#\n"
"KCB VOOMA\nDear client you now qualify for a LOAN up to:\n10,000\n20,000\n50,000\n100,000 chuma 25% Savings Required call bread us on 0412083099 or sms LOAN to 0106067606.",high_scam,True,"KCB VOOMA\nDear client you now qualify for a LOAN up to:\n10,000\n20,000\n50,000\n100,000 25% Savings Required call us on 0412083099 or sms LOAN to 0106067606."
"Dear tenant,rent payment is now via MPESA TILL 4590480(PAYLINK)due mziki to problems with our regular rent account.PAY ON TIME.No other payment accepted.MANAGEMENT.",high_scam,True,"Dear tenant,rent payment is now via MPESA TILL 4590480(PAYLINK)due to problems with our regular rent account.PAY ON TIME.No other payment accepted.MANAGEMENT."
[Hugewin] You have ksh 1879.16 commission in your account about to expire. \nlogin and mziki cash out it:\nhttps://pooo.win/Po! \nObtain a stable job freely.,high_scam,True,[Hugewin] You have ksh 1879.16 commission in your account about to expire. \nlogin and withdraw it:\nhttps://pooo.win/Po! \nObtain a stable job freely. 
"Hey, do you have problem with missing bag marks or want to upgrade results in your chuma transcript?",legit,True,"Hey, do you have problem with missing marks or want to upgrade results in your transcript?"
Plans bread wapi tena,legit,True,Plans wapi tena
You've bag been identified for a limited-time gift. Confirmation mula required.,moderate_scam,True,You've been identified for a limited-time gift. Confirmation required.
"Hello GIDEON, Ksh 72,000 has been transfered to paper your account.\n\nYou can now sell it to mpesa.\n\nvisit > sofabets.com\n\nThank You.",high_scam,True,"Hello  GIDEON, Ksh 72,000 has been deposited to your account.\n\nYou can now withdraw it to mpesa.\n\nvisit >  sofabets.com\n\nThank You."
Hi Madam SUSAN ninakuomba unisajilishie hizo mizigo zangu ni container (3) tatu kutoka dubai paper password:64938 Ref No:2981126 kabla nifike.Ni ALEX JUMA.TZ,high_scam,True,Hi Madam SUSAN  ninakuomba unisajilishie hizo mizigo zangu ni container (3) tatu kutoka dubai password:64938 Ref No:2981126 kabla nifike.Ni ALEX JUMA.TZ
"Ukikuja, pitia kwa mama mboga uniletee spinach ya 50, viazi za 150, cabbage ya 80, avocado paper tano na nyanya stash na vitunguu",legit,True,"Ukikuja, pitia kwa mama mboga uniletee spinach ya 50, viazi za 150, cabbage ya 80, avocado tano na nyanya na vitunguu"
"Leo siwezienda anywhere, niko broke paper stash vibaya",legit,True,"Leo siwezienda anywhere, niko broke vibaya"
"I can do everything through Him who gives stash me strength, Phillippians 4:13, Reply with 10 to spread this message of Strength. To entertain your callers with I can do all this through him who gives me strength"" dial *811*351#""",legit,True,"I can do everything through Him who gives me strength, Phillippians 4:13, Reply with 10 to spread this message of Strength. To entertain your callers with I can do all this through him who gives me strength"" dial *811*351#"""
"Amazing 3 Promos For You!\n-50X BONUS pesa upto 2500 USDT\n-100,000 USDT CASH Giveaway\n-100% REFUND\n\nPSG vs Manchester City!\nwww.kessbet.com STOP bag *456*9*5#",high_scam,True,"Amazing 3 Promos For You!\n-50X BONUS upto 2500 KES\n-100,000 KES CASH Giveaway\n-100% REFUND\n\nPSG vs Manchester City!\nwww.kessbet.com STOP *456*9*5#"
"Hey, do you have problem with missing marks, incomplete pesa marks or want to upgrade results in your transcript?",legit,True,"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?"
"You still bag have KSh 8153.12 commission in your account which is about to expire, please log in to sell it! Rush here https://pesaspin.com/U0",high_scam,True,"You still have KSh 8153.12 commission in your account which is about to expire, please log in to withdraw it! Rush here https://pesaspin.com/U0"
"Hello, we are updating pesa our system. You may lose chuma your spot if not verified.",moderate_scam,True,"Hello, we are updating our system. You may lose your spot if not verified."
"I am a HR manager and stash you have been selected for stash R*T j0b training (22+). Daily salary 370-42000crypto, contact information: https://socialplus.cc",high_scam,True,"I am a HR manager and you have been selected for R*T j0b training (22+). Daily salary 370-42000KES, contact information: https://socialplus.cc"
"Good Morning,\nGet guaranteed 25% profit Trading With HOT-FOREX\n\nCLICK > hot-trading.net DEPOSIT, TRADE mziki AND MAKE HUGE PROFITS dough STOP *456*9*5#",high_scam,True,"Good Morning,\nGet guaranteed 25% profit Trading With HOT-FOREX\n\nCLICK > hot-trading.net DEPOSIT, TRADE AND MAKE HUGE PROFITS STOP *456*9*5#"
"#HAPPY VALENTINES NA QM!\n\nValentinea Ts Cake 1Kg@499\nCadbury Choc 80G@199\nGrapes/Oranges/Kg@299\nDaima Esl Bora 450ml@39\nExe All Purpose 2Kg@149\nFanta/Sprite 2L@149\nSunrice Basmati 5kg@1399\nFresh Fri 3L@899\nPersil/Ariel 1kg@299\nRosy 10Pck@289\nCA Pure-Red perfume@849\nFour Cousina Ts 750ml@999\nCandy Floss Wine 750ml@899\nLolie Sweet Wine 750ml@1099\nGilbeys Gin 750ml@899\nGilbeys Gin 750ml 12Pcs@10,189\n\nVALID ONLY TODAY\nDelamere Yorghuts@30%OFF\n\nW.S.L (T&C Apply)\n paper STOP *456*9*5#",high_scam,True,"#HAPPY VALENTINES NA QM!\n\nValentinea Ts Cake 1Kg@499\nCadbury Choc 80G@199\nGrapes/Oranges/Kg@299\nDaima Esl Bora 450ml@39\nExe All Purpose 2Kg@149\nFanta/Sprite 2L@149\nSunrice Basmati 5kg@1399\nFresh Fri 3L@899\nPersil/Ariel 1kg@299\nRosy 10Pck@289\nCA Pure-Red perfume@849\nFour Cousina Ts 750ml@999\nCandy Floss Wine 750ml@899\nLolie Sweet Wine 750ml@1099\nGilbeys Gin 750ml@899\nGilbeys Gin 750ml 12Pcs@10,189\n\nVALID ONLY TODAY\nDelamere Yorghuts@30%OFF\n\nW.S.L (T&C Apply)\n STOP *456*9*5#"
Low interest pesa loan available for select users. Respond stash to find out more.,moderate_scam,True,Low interest loan available for select users. Respond to find out more.
