message_content,prelabel,label
"Sunday Flash Sale is On! Get 20% Off using code BREAKFREE20 on non-discounted items except diapers. Order Now until 4 PM. Shop at bit.ly/3BfPu3g. STOP *456*9*5#It's Live! Last Flash Sale of February with 20% OFF til 4 PM. Use code BREAKFREE20 on non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Pay Week Sale is LIVE! Use code PAYWEEK20 & get 20% off on Pay Week items. From Nivea, Cantu, Dove, etc. Valid till 28.02. Shop now bit.ly/43fcXx9 STOP*456*9*5#1-Hour Flash Sale is Live! 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. Min spend 3000/=. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Oh, Shoot! 20% OFF Flash Sale is Live Now. Order non-discounted items except diapers using code FLASH20 before 4 PM. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Flash Sale is Live: 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. Min spend 3,000/=. Shop at bit.ly/3BfPu3g. Catch this deal every Mon-Fri this March between 8pm-9pm. STOP*456*9*5#Flash Sale is LIVE with 20% OFF until 4 pm. Add to cart & apply code FLASH20 to non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP *456*9*5#8 Days of Madness starts Tomorrow with up to 50% OFF Diapers! More crazy deals on 21st, 24th-28th & 31st March. Get ready. Shop while stocks last. STOP*456*9*5#20% OFF Flash Sale is Live Now! Order until 4 PM only. Apply code FLASH20 to non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP *456*9*5#Day 5 of Crazy Deals: up to 30% OFF Omega Supplements. Get Neubria, Swiss, Natural Factors, Quest, Maxxomega, Wellman etc. Shop at bit.ly/4j2EYN0. STOP*456*9*5#Today only: up to 50% OFF La Roche & CeraVe! Valid while stocks last. Shop Lotions, Sunscreen, Cleansing Bar, Foam Cleanser, etc at bit.ly/3FSRtfM STOP*456*9*5#",2: High-risk scam,scam
Best site 4 YouTube\n\nhttps://cheapgainkenya.com\n\n100 sub at ksh 80 \n100 views at ksh 22 \n100 watch hours at ksh 200\n\nWhatsApp us\nhttps://wa.me/254754517382,2: High-risk scam,scam
# HAPPY RAMADAN NA QM!\n#FRESH & EASY!\n\nRed Onions/kg@75\nImported Oranges/Pack@259\nHotdog/Pc@109\nKCC Fino Green 500ml@49\nFanta/Sprite 2l@149\nAjab HB 2kg@159\nFresh Fri/Golden Fry 5l@1399\nGuru Blended Pishori 5kg@899\nGeisha Soap 200g@99\nMeta Bar Soap 1kg@145\nSunlight PWD 1kg@299\nQuickChoice 10P@399\nGilbeys Gin 750ml@949\nC/Morgan Gold 750ml@999\nVon Iron Box@1295\nMika 3+1 Cooker@29995\nLG Fridge 234l@72995\nSamsung 6''UHD TV@95495\n\n(Selected Stores)\nBadili Samsung A21@13499\nBadili Samsung A145G@19999\n\nW.S.L (T&C Apply) STOP *456*9*5#,1: Moderate-risk scam,scam
"Amazing Amazing! KES100,000 CASH Giveaway and 50X BONUS upto 2500 is being distributed!\nPSG vs Manchester City!\nGET Now: www.kessbet.com STOP *456*9*5#\n",2: High-risk scam,scam
"Christa, you're almost ready. You could make around Ksh 235 per hour in Nairobi. Activate your Uber account to accept a trip.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe",2: High-risk scam,scam
"DEAL ZA KRISI ZIKO HAPA CHEPKORIR\n\nTUNASORT 10K-250K TO OVER 5000 PLAYERS\n\nUSICHELEWE, NI TIME YAKO SAA HII\n\nDEPOSIT$PLAY$WIN$WITHDRAW",2: High-risk scam,scam
"When the time is right i will make it happen says\nthe lord R e p l y with 5 to give hope to your\ncallers with this message. To Stop reply with\nSTOP.""",0: Legit (Low-risk),legit
"Dear Customer,  Reply with1 to set PSALM 34.18 by PSALM 34.18 as your Skiza Tune.   Reply with2 to set shukran ya Rab by nasheed as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.\n",2: High-risk scam,scam
"Dear Winner!  You have received KES2,000 From Flybet  200 BETS =200 KES 1500 BETS =2000KES 6000 BETS =5000KES  CLAIM NOW: www.flybet.ke  STOP *456*9*5#",2: High-risk scam,scam
"Dear Customer,  Reply with1 to set NI MUNGU by JOHN M as your Skiza Tune.   Reply with2 to set Yatapita by SALAF as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.\n",2: High-risk scam,scam
"Paybill ni 00 88 88! Nunua ama Fuliza airtime ya Airtel, Safaricom, Telkom from MPESA Paybill 00 88 88. Account weka namba ya simu",2: High-risk scam,scam
Super Super!! Super Everyday!!\nYou've got a Free 1000 KES Cash Bag\nSuper Easy To Withdraw!\n\nAston Villa vs Chelsea\nGet Now: www.kessbet.com STOP *456*9*5#,2: High-risk scam,scam
The key to online privacy is keeping 911538 hidden.,2: High-risk scam,scam
"hot-trading.netKCB VOOMA LOAN is now available to all M-PESA USERS,SMS LOAN to 0781368651 Apply LOAN From:\n10,000\n20,000\n50,000\n100,000\n25% Savings Required CaLL 0412022106",2: High-risk scam,scam
Niaje bro,0: Legit (Low-risk),legit
Niambie bro,0: Legit (Low-risk),legit
Naskia ulipata job man,0: Legit (Low-risk),legit
Congrats! Big up,0: Legit (Low-risk),legit
Sema,0: Legit (Low-risk),legit
Si tupatane tao,0: Legit (Low-risk),legit
"Hope uko poa, can you send me 200 nitakurudishia?",0: Legit (Low-risk),legit
Unaendelea aje?,0: Legit (Low-risk),legit
Nimemaliza kazi. Please let me know when you will pay,0: Legit (Low-risk),legit
Total ni 1500,0: Legit (Low-risk),legit
Let us meet in Lavington on Wednesday at 7am to discuss the project more,0: Legit (Low-risk),legit
Asante sana! God bless,0: Legit (Low-risk),legit
"Safe journey, may God keep you safe!",0: Legit (Low-risk),legit
uko wapi?,0: Legit (Low-risk),legit
Naomba we meet leo,0: Legit (Low-risk),legit
Unarudi home lini?,0: Legit (Low-risk),legit
"Lavington siwezi make, labda tumeet Westlands. Hivyo iko sawa?",0: Legit (Low-risk),legit
"Sasa bro, kuna vile nilikuwa nataka kusema kuna venye niko pabaya kidogo, sijui kama unawezaniokolea 500 alafu nitairudisha nikipata. Thanks",0: Legit (Low-risk),legit
Davy unaendelea aje? Sis alikuwa anataka kujua mtakam lini,0: Legit (Low-risk),legit
Work kumekuwa na kazi mob sana hadi sijapata time ya kuweza kukuja,0: Legit (Low-risk),legit
Labda nione vile next week kutakuwa alafu nikuambie,0: Legit (Low-risk),legit
"Sawa, tunakumiss",0: Legit (Low-risk),legit
Pls nitumie details za location,0: Legit (Low-risk),legit
"Ukifika hapo kwa roundabout, turn right, utaona billboard ya back to school alafu uingie hio barabara unipigie",0: Legit (Low-risk),legit
Nilikuwa najaribu kukucall lakini haupick simu. Ni urgent. Please call me back ,0: Legit (Low-risk),legit
"Niko kwa meeting saa hii, unaweza text?",0: Legit (Low-risk),legit
Pat ameadmitiwa hosi. Hatujui nini mbaya bado.,0: Legit (Low-risk),legit
Tuko na yeye saa hii Nairobi hospital tunangoja doc akuje atuambie what's up,0: Legit (Low-risk),legit
Umefika class ama bado?,0: Legit (Low-risk),legit
Bado unakam? Nataka nijue ndio niwapikie lunch,0: Legit (Low-risk),legit
Ebu nicall nikwambie story ya ile biz tulikuwa tumeongea,0: Legit (Low-risk),legit
Si tupatane pale kencom ndio sasa twende pamoja,0: Legit (Low-risk),legit
"Fungua whatsapp, nimekutumia application form yenye utahitaji kufill",0: Legit (Low-risk),legit
Nimeona doo umetuma. Asante. God bless,0: Legit (Low-risk),legit
"Sasa mum, unaweza kunitumia pesa ya shopping ya shule?",0: Legit (Low-risk),legit
"Nimemaliza kutengenezwa nywele, wamesema itakuwa 2k",0: Legit (Low-risk),legit
Please nitumie code ya school fees ndio niweze kulipa,0: Legit (Low-risk),legit
"Ukikuja, pitia kwa mama mboga uniletee spinach ya 50, viazi za 150, cabbage ya 80, avocado tano na nyanya na vitunguu",0: Legit (Low-risk),legit
Please nicall ukipata time,0: Legit (Low-risk),legit
Nitapitia baadae,0: Legit (Low-risk),legit
Uliwacha power bank yako hizi sides,0: Legit (Low-risk),legit
"Unaweza ongea saa hii, tudiscuss ile mambo yetu",0: Legit (Low-risk),legit
"Proposal imeenda through, sassa tunangoja tu tuone kamawatatuchagua. Tuombee.",0: Legit (Low-risk),legit
Tunafanya harambee ya burial. Nimekuongeza kwa group ya whatsapp,0: Legit (Low-risk),legit
Asante sana for your contribution,0: Legit (Low-risk),legit
Mbona haujafika bado?,0: Legit (Low-risk),legit
"Niko stuck in traffic, bado nakam",0: Legit (Low-risk),legit
Traffic ya mombasa road unajua tu vile inakuwanga,0: Legit (Low-risk),legit
Meeting ishaanza?,0: Legit (Low-risk),legit
Imeanza?,0: Legit (Low-risk),legit
Class ilibounce,0: Legit (Low-risk),legit
Lec amefika,0: Legit (Low-risk),legit
"Niko Archives, nakungojea",0: Legit (Low-risk),legit
exam marks zako zilitokea aje,0: Legit (Low-risk),legit
nilianguka wah kwani zako ziko how,0: Legit (Low-risk),legit
rada,0: Legit (Low-risk),legit
Uko aje? Nimekumiss bana.,0: Legit (Low-risk),legit
Si unishow ukifika base,0: Legit (Low-risk),legit
"Niaje, tuko na plan kesho, uko in ama out?",0: Legit (Low-risk),legit
"Sitamake leo, mum haskii poa so nataka nibaki nimwatch",0: Legit (Low-risk),legit
"Leo siwezi make, kuna kaissue home.",0: Legit (Low-risk),legit
"Leo nimeshikana job kidogo, labda next week tulink",0: Legit (Low-risk),legit
"Say less, nitafika",0: Legit (Low-risk),legit
Plans wapi tena,0: Legit (Low-risk),legit
"Economy kuna venye haiallow, wacha tuongee end month",0: Legit (Low-risk),legit
"Leo niko na wife, weekend nitakucall tutafute fom",0: Legit (Low-risk),legit
Si mjibambe lakini,0: Legit (Low-risk),legit
Nitumie fare nikam,0: Legit (Low-risk),legit
"niko kwa njia saa hii, nitafika in half an hour hivi",0: Legit (Low-risk),legit
Unaskia aje leo? Utaweza kumake job na hangover?,0: Legit (Low-risk),legit
"Niko job sai, ntakupigia later.
",0: Legit (Low-risk),legit
"nikitoka class, nitakucall",0: Legit (Low-risk),legit
Ushaamka ama bado unadozz,0: Legit (Low-risk),legit
"Leo usiku tumeitwa bash ya Karen, unakam?",0: Legit (Low-risk),legit
"Aki nipee ka100 tu nikule lunch, nitalipa kesho.",0: Legit (Low-risk),legit
Si unitumie za cabbage,0: Legit (Low-risk),legit
"Manze bro leo kimeumana, kama unaweza send kakitu kadogo, naweza appreciate",0: Legit (Low-risk),legit
niko almost,0: Legit (Low-risk),legit
Nitumie location ya base yenye tunameet,0: Legit (Low-risk),legit
Unadai twende tuwatch movie leo?,0: Legit (Low-risk),legit
Si tufike ile game ya harambee stars leo,0: Legit (Low-risk),legit
Hii weekend si twende tucheki match! Champions league man!,0: Legit (Low-risk),legit
Sawa twende tucheki Arsenal mkipigwa,0: Legit (Low-risk),legit
Unaongea mob na hadi hamko kwa table,0: Legit (Low-risk),legit
"Leo nataka kuchill tu, niko stressed",0: Legit (Low-risk),legit
Jana boss alinikasirisha vibaya lakini kazi lazima,0: Legit (Low-risk),legit
Umenunua bundles tuongee whatsapp?,0: Legit (Low-risk),legit
"Come job mapema leo, boss ako rada",0: Legit (Low-risk),legit
"Nimelost pale tao, niko karibu na Kencom, ebu nidirect",0: Legit (Low-risk),legit
Kuna vile umenighost bro,0: Legit (Low-risk),legit
"Sis umepotea, uko fiti?",0: Legit (Low-risk),legit
"Kuna beshte wangu fulani ameingia accident, nimeenda kumwona",0: Legit (Low-risk),legit
"Talk later, saa hii kuna vile niko busy saa hii",0: Legit (Low-risk),legit
"Nimeenda Naivas kununua stuff fulani, kuna kitu ulikuwa unadai nikuletee?",0: Legit (Low-risk),legit
"Leo siwezienda anywhere, niko broke vibaya",0: Legit (Low-risk),legit
Happy birthday man! Ikubambe,0: Legit (Low-risk),legit
"Sasa si  juu ya hio story, twende tuchape kacelebration",0: Legit (Low-risk),legit
Naskia mama Jamo amefungua salon hapo nje ya kibanda,0: Legit (Low-risk),legit
Ni true ama kelele za mtaa?,0: Legit (Low-risk),legit
"Kesho lunch on me, just come through.",0: Legit (Low-risk),legit
Si unibless chai ya asubuhi leo?,0: Legit (Low-risk),legit
"Ukishika network, nipee call",0: Legit (Low-risk),legit
Acha jokes bana,0: Legit (Low-risk),legit
Tebu kuwa serious,0: Legit (Low-risk),legit
Si tumeet campus tufanye ile project,0: Legit (Low-risk),legit
Umemaliza assignment?,0: Legit (Low-risk),legit
Congrats kuhusu mtoi by the way!,0: Legit (Low-risk),legit
"Nilipata ile job btw, asante kwa kunilink",0: Legit (Low-risk),legit
"Alinipatia keys za nyumba, naenda huko saa hii",0: Legit (Low-risk),legit
wacha nipande boda nikuje chap chap,0: Legit (Low-risk),legit
"Naishia church saa hii, unahitaji ride ama?",0: Legit (Low-risk),legit
"Naenda kuona daktari leo, siskii poa",0: Legit (Low-risk),legit
"Habari boss, naomba niende sick leave leo. Siskii poa, nimepata homa mbaya. Nimechuku dawa lakini sioni nitaweza kureport. Kindly excuse me.",0: Legit (Low-risk),legit
"Hakuna shida, get well soon!",0: Legit (Low-risk),legit
Reminder: Your account benefits may expire soon. Take action now.,1: Moderate-risk scam,scam
We noticed an issue with your recent transaction. Please verify your identity.,1: Moderate-risk scam,scam
Hongera! Umechaguliwa kupokea zawadi ya wateja waaminifu. Jibu NDIO kujua zaidi.,1: Moderate-risk scam,scam
Usiachwe nyuma! Kuna ka msee rewards za waso loyal.,1: Moderate-risk scam,scam
You've been pre-selected for a surprise giveaway. Reply to confirm.,1: Moderate-risk scam,scam
Fom ni safi! Kuna ka loan ya kujaribu. Sema kama uko interested.,1: Moderate-risk scam,scam
We noticed an issue with your recent transaction. Please verify your identity.,1: Moderate-risk scam,scam
We noticed an issue with your recent transaction. Please verify your identity.,1: Moderate-risk scam,scam
Usikose nafasi yako kushinda zawadi. Ofa ya muda mfupi.,1: Moderate-risk scam,scam
Uko eligible na offer ya jaba bila deposit. Uneza try?,1: Moderate-risk scam,scam
Congrats! You may have been chosen for a loyalty reward. Reply YES to proceed.,1: Moderate-risk scam,scam
Act now to secure your spot in our customer appreciation event.,1: Moderate-risk scam,scam
Kumbusho: Faida zako za mteja zinaweza kuisha hivi karibuni.,1: Moderate-risk scam,scam
Cheki: Uneza qualify na refund ya mpesa ju ya errors.,1: Moderate-risk scam,scam
"Bro, umekuwa shortlisted kwa ka reward. Rudi DM tukusort.",1: Moderate-risk scam,scam
Umechaguliwa kushiriki bahati nasibu. Thibitisha ushiriki wako sasa.,1: Moderate-risk scam,scam
Tafadhali thibitisha maelezo yako ya akaunti kwa usalama wako.,1: Moderate-risk scam,scam
Don't miss out on a potential tax refund. Final notice.,1: Moderate-risk scam,scam
"Hi, we've been trying to reach you about your loan application. No documents needed.",1: Moderate-risk scam,scam
Low interest loan available for select users. Respond to find out more.,1: Moderate-risk scam,scam
Your mobile plan qualifies for a free upgrade. Learn how to claim your benefits.,1: Moderate-risk scam,scam
Uko shortlisted na system yetu. Si ukuje uconfirm tu?,1: Moderate-risk scam,scam
Kuna ka deal iko hapo. Jibu basi tukuje tufanye form.,1: Moderate-risk scam,scam
Namba yako imechaguliwa kwa promosheni ya mwezi huu. Thibitisha sasa.,1: Moderate-risk scam,scam
Win big this season! Claim your spot before it's too late.,1: Moderate-risk scam,scam
Reminder: Your account benefits may expire soon. Take action now.,1: Moderate-risk scam,scam
Important notice regarding your electricity bill. Reach out to avoid service interruption.,1: Moderate-risk scam,scam
Umeingia kwa draw ya loyalty. Reply tu tuthibitishe.,1: Moderate-risk scam,scam
Kuna ofa ya free bundles. Reply 1 kama uko game.,1: Moderate-risk scam,scam
Umechaguliwa kupokea zawadi kwa kuwa mteja waaminifu. Bonyeza kujua zaidi.,1: Moderate-risk scam,scam
You qualify for a special promo. No cost involved! Tap to learn more.,1: Moderate-risk scam,scam
Umefuzu kwa ofa maalum. Hakuna malipo. Bonyeza kujifunza zaidi.,1: Moderate-risk scam,scam
Congratulations! You've been selected for a loyalty reward. Reply 'YES' to find out more.,1: Moderate-risk scam,scam
Cheki kama uko eligible na bonus ya mwezi. Inaisha kesho.,1: Moderate-risk scam,scam
Tunaweza kusaidia kulipa bili zako. Wasiliana nasi kujua vigezo.,1: Moderate-risk scam,scam
A package is waiting for you. Complete delivery instructions within 24 hours.,1: Moderate-risk scam,scam
Your number has been shortlisted for a monthly reward. Confirmation needed.,1: Moderate-risk scam,scam
Act now to secure your reward. Reply with your name to confirm.,1: Moderate-risk scam,scam
Uko eligible na surprise gift. Sema uko ready.,1: Moderate-risk scam,scam
You've been chosen for a special promotion. This offer may not last.,1: Moderate-risk scam,scam
"Hi, we've picked your number for a loyalty bonus. Confirm to proceed.",1: Moderate-risk scam,scam
Fom iko legit! Uneza qualify na offer ya bundles free.,1: Moderate-risk scam,scam
You may be eligible for a government refund. Contact your agent to check eligibility.,1: Moderate-risk scam,scam
Bonus ya free airtime inakamilika leo. Thibitisha kama bado uko interested.,1: Moderate-risk scam,scam
Hongera! Ofa ya mkopo kwa jina lako imeidhinishwa. Hakuna collateral.,1: Moderate-risk scam,scam
Update your delivery info to avoid delays in your free gift dispatch.,1: Moderate-risk scam,scam
Free shopping voucher for selected customers. Reply YES to claim.,1: Moderate-risk scam,scam
Tumekutumia link ya verification. Fanya haraka kabla ya system ifunge.,1: Moderate-risk scam,scam
You've been identified for a limited-time gift. Confirmation required.,1: Moderate-risk scam,scam
System imeona una deni ya reward. Ukichelewa itafutika.,1: Moderate-risk scam,scam
Special congratulations from our partner brands. Check how to receive your gift.,1: Moderate-risk scam,scam
Account yako inaweza kuwa compromised. Angalia na uthibitishe sasa.,1: Moderate-risk scam,scam
Usipitwe na ofa ya mwezi! Wateja kama wewe wanapata zawadi.,1: Moderate-risk scam,scam
"Random number draw imenote namba yako. Kuna zawadi, usichelewe.",1: Moderate-risk scam,scam
Win a 3-day holiday getaway! Terms apply. Check eligibility.,1: Moderate-risk scam,scam
Offer imebaki kwa 24hrs. Angalia kama unaweza get free recharge.,1: Moderate-risk scam,scam
"Bro, kuna ka kitu system imekuchagua. Jibu hivi haraka.",1: Moderate-risk scam,scam
Tumekuchagua kwa sababu ya activity yako. Kuna bonus ndani.,1: Moderate-risk scam,scam
System shows you might get refund ya last month charges.,1: Moderate-risk scam,scam
Hello! You might have an unclaimed gift. Verify identity to check.,1: Moderate-risk scam,scam
Ulikuwa shortlisted kwa zawadi. Tunaangalia wa mwisho sasa.,1: Moderate-risk scam,scam
We found a discrepancy in your last bill. Please confirm to resolve.,1: Moderate-risk scam,scam
Free upgrade ya huduma inapatikana kwa jina lako. Bonyeza kujua zaidi.,1: Moderate-risk scam,scam
Congratulations! You may have earned a surprise benefit.,1: Moderate-risk scam,scam
"Mpango ya loyalty bado iko. Ukiwa interested, jibu YES.",1: Moderate-risk scam,scam
Confirm your subscription details to avoid disruptions.,1: Moderate-risk scam,scam
"Hello, we are updating our system. You may lose your spot if not verified.",1: Moderate-risk scam,scam
Kumbuka: Benefits zako zinaweza ku-expire leo usiku.,1: Moderate-risk scam,scam
Umetokea kwa system yetu kama qualified. Kuna kitu ya ushindi.,1: Moderate-risk scam,scam
Claim your loyalty benefit now before expiry.,1: Moderate-risk scam,scam
Kuna nafasi moja ya mwisho. Unaweza kuwa mshindi.,1: Moderate-risk scam,scam
Usikose chance ya kuchukua gift yako ya mwezi huu.,1: Moderate-risk scam,scam
Reconfirm identity yako kuhakikisha haujakosa reward.,1: Moderate-risk scam,scam
Hello! You're a lucky recipient of our customer draw.,1: Moderate-risk scam,scam
Tunaona haujamaliza verification ya reward yako.,1: Moderate-risk scam,scam
Your number was randomly selected. Respond ASAP to learn more.,1: Moderate-risk scam,scam
Unaweza kuwa umesahau bonus yako. Cheki system ya gifts.,1: Moderate-risk scam,scam
